Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
35-853-2222,53.0,Female,High,Married,Bachelor's,High,Valongo,Sports & Outdoors,$600.0,6,Online,3,4,1.0,Medium,Very Sensitive,0,5,Low,Tablet,Other,3/25/2024,True,False,Need-based,No Preference,14
83-670-9273,117.0,Female,High,Widowed,Master's,High,Al Khānkah,Clothing,$600.0,4,Online,3,2,0.0,High,Not Sensitive,2,6,High,Tablet,Other,12/3/2024,True,True,Need-based,Standard,10
37-783-6086,127.0,Female,High,Divorced,Master's,Middle,Mértola,Beauty & Personal Care,$600.0,3,Online,1,3,1.0,High,Very Sensitive,2,10,None,Smartphone,PayPal,5/13/2024,False,False,Impulsive,No Preference,12
79-902-8144,95.0,Female,High,Single,Bachelor's,Middle,Rates,Baby Products,$600.0,11,Online,2,2,0.0,High,Very Sensitive,0,7,Low,Tablet,Other,7/25/2024,True,False,Impulsive,No Preference,9
41-009-7879,77.0,Female,High,Married,High School,Middle,Anyang,Hotels,$600.0,5,Mixed,1,1,1.0,High,Very Sensitive,0,3,High,Desktop,Other,1/10/2024,True,False,Wants-based,Standard,14
89-302-8461,82.0,Male,Middle,Single,Master's,Middle,Nymburk,Packages),$600.0,8,Mixed,4,4,1.0,Medium,Very Sensitive,1,4,Medium,Smartphone,PayPal,10/30/2024,False,False,Impulsive,No Preference,14
23-066-1915,94.0,Female,Middle,Single,Bachelor's,Middle,Jiangcun,Software & Apps,$600.0,3,Mixed,5,5,0.0,Low,Very Sensitive,1,4,Low,Smartphone,Credit Card,9/17/2024,True,True,Planned,No Preference,5
39-090-0124,22.0,Male,Middle,Single,Bachelor's,High,Tafo,Gardening & Outdoors,$50.0,7,Online,4,2,0.3,High,Not Sensitive,1,3,Medium,Smartphone,Other,8/17/2024,False,False,Wants-based,Standard,13
41-854-0707,55.0,Female,Middle,Widowed,Master's,Middle,Cibaregbeg,Sports & Outdoors,$600.0,10,In-Store,2,1,1.0,Medium,Very Sensitive,1,10,Low,Desktop,Cash,6/3/2024,True,True,Need-based,Standard,1
04-352-1558,38.0,Female,High,Single,Master's,Middle,Wang Yang,Home Appliances,$319.06,6,Online,2,5,0.0,High,Very Sensitive,1,5,None,Smartphone,Other,7/28/2024,False,False,Impulsive,Express,2
93-867-8303,21.0,Female,Middle,Single,Master's,High,Liangnong,Gardening & Outdoors,$50.0,9,In-Store,1,4,2.0,Medium,Very Sensitive,1,4,High,Smartphone,PayPal,10/24/2024,False,False,Impulsive,Express,14
31-088-6950,42.0,Female,Middle,Single,Master's,High,Hengshi,Furniture,$389.54,11,Mixed,1,4,1.0,High,Somewhat Sensitive,0,8,Medium,Desktop,Credit Card,4/1/2024,False,True,Wants-based,Express,14
43-616-8365,140.0,Female,Middle,Single,Master's,High,Kandangan,Jewelry & Accessories,$600.0,9,Online,2,1,0.0,High,Somewhat Sensitive,2,3,High,Desktop,Other,6/9/2024,False,True,Need-based,Standard,8
71-876-9118,115.0,Male,Middle,Single,High School,Middle,Naranjal,Health Supplements,$600.0,9,In-Store,1,2,0.0,Low,Not Sensitive,0,9,None,Smartphone,Other,11/14/2024,True,False,Need-based,Standard,11
18-263-0366,42.0,Female,Middle,Divorced,Bachelor's,Middle,Abiko,Books,$512.36,12,Online,2,4,2.0,None,Not Sensitive,0,1,None,Tablet,Cash,10/8/2024,False,False,Impulsive,Express,10
25-502-1415,105.0,Female,High,Married,Master's,Middle,Longhuashan,Arts & Crafts,$600.0,4,Mixed,4,5,0.0,Medium,Somewhat Sensitive,2,2,Medium,Desktop,Credit Card,1/11/2024,False,True,Planned,No Preference,7
50-000-9588,136.0,Male,High,Divorced,Master's,High,Zhovkva,Jewelry & Accessories,$600.0,10,In-Store,1,4,0.0,None,Very Sensitive,0,4,High,Tablet,Credit Card,2/26/2024,True,True,Impulsive,Express,9
32-338-5967,80.0,Male,Middle,Widowed,Bachelor's,High,Lebak,Hotels,$600.0,5,Online,4,4,2.0,Medium,Very Sensitive,1,1,High,Tablet,Cash,11/1/2024,False,True,Wants-based,Standard,8
19-311-9149,85.0,Female,High,Single,High School,High,Gereshk,Packages),$600.0,6,In-Store,3,5,0.0,Medium,Somewhat Sensitive,0,5,Medium,Smartphone,Other,3/28/2024,True,False,Wants-based,No Preference,7
94-212-7169,29.0,Female,High,Divorced,High School,High,Yonghe,Food & Beverages,$117.76,2,In-Store,4,4,0.0,Medium,Not Sensitive,0,5,Low,Smartphone,PayPal,1/8/2024,False,False,Impulsive,No Preference,1
17-246-6194,139.0,Male,Middle,Divorced,Bachelor's,High,Dabai,Jewelry & Accessories,$600.0,11,Mixed,2,3,2.0,Low,Very Sensitive,0,8,None,Smartphone,Credit Card,2/28/2024,True,True,Need-based,Standard,10
26-672-1285,125.0,Male,Middle,Married,High School,Middle,Moutnice,Clothing,$600.0,9,In-Store,5,5,2.0,None,Very Sensitive,1,4,None,Smartphone,PayPal,9/15/2024,True,True,Impulsive,Express,5
00-265-0556,43.0,Female,Middle,Widowed,High School,Middle,Qiryat Yam,Furniture,$374.3,10,Online,3,2,1.0,None,Very Sensitive,1,6,None,Tablet,Credit Card,11/1/2024,True,True,Need-based,Express,6
76-397-3294,104.0,Male,High,Single,Master's,Middle,Pirané,Toys & Games,$600.0,7,Online,2,1,2.0,None,Very Sensitive,0,3,None,Tablet,Cash,7/14/2024,False,True,Need-based,Standard,1
43-612-8079,53.0,Male,High,Divorced,High School,Middle,Colima,Sports & Outdoors,$548.37,4,Online,3,2,1.0,Low,Somewhat Sensitive,1,10,None,Desktop,Cash,4/24/2024,False,True,Planned,No Preference,10
17-213-2834,124.0,Male,Middle,Single,High School,Middle,Marshintsy,Clothing,$600.0,12,Online,4,3,0.0,High,Very Sensitive,0,5,Medium,Desktop,Debit Card,8/22/2024,True,False,Planned,No Preference,7
36-214-1586,46.0,Male,High,Widowed,High School,High,Halinów,Books,$484.72,2,Online,3,1,2.0,High,Not Sensitive,2,8,Low,Smartphone,Other,2/20/2024,True,False,Impulsive,Express,12
32-414-1466,50.0,Male,High,Widowed,Master's,Middle,Hallsberg,Sports & Outdoors,$580.31,10,In-Store,5,1,1.0,None,Not Sensitive,1,1,Medium,Smartphone,Debit Card,1/27/2024,True,False,Wants-based,Standard,14
12-699-6543,121.0,Male,Middle,Widowed,Bachelor's,Middle,Celso Ramos,Clothing,$600.0,6,Online,1,1,0.0,None,Somewhat Sensitive,1,8,Low,Tablet,Other,2/9/2024,True,False,Wants-based,Standard,9
83-427-3218,41.0,Female,Middle,Widowed,High School,Middle,White River,Furniture,$382.28,12,In-Store,4,4,2.0,Medium,Somewhat Sensitive,2,4,Low,Smartphone,PayPal,1/28/2024,False,True,Need-based,No Preference,11
61-663-9008,134.0,Male,Middle,Married,Master's,Middle,Taishihe,Travel & Leisure (Flights,$600.0,4,In-Store,4,5,0.0,High,Somewhat Sensitive,2,6,Low,Smartphone,PayPal,6/23/2024,True,True,Wants-based,Express,14
86-917-7481,70.0,Female,Middle,Widowed,Master's,High,Shanghu,Animal Feed,$600.0,11,Mixed,5,3,0.0,None,Very Sensitive,1,10,High,Tablet,Debit Card,8/20/2024,True,True,Impulsive,Standard,10
66-086-2306,96.0,Male,Middle,Single,Bachelor's,Middle,Brandsen,Baby Products,$600.0,4,In-Store,5,4,0.0,Low,Very Sensitive,0,1,None,Desktop,PayPal,11/24/2024,False,False,Wants-based,No Preference,11
43-671-9834,127.0,Female,Middle,Divorced,High School,High,Ranot,Clothing,$600.0,9,Mixed,3,2,0.0,Low,Somewhat Sensitive,1,10,Low,Smartphone,Debit Card,4/19/2024,False,False,Impulsive,Standard,4
90-888-8726,137.0,Female,High,Divorced,Master's,Middle,Saint-Jouan-des-Guérets,Jewelry & Accessories,$600.0,5,In-Store,5,2,0.0,Medium,Somewhat Sensitive,2,1,None,Smartphone,Other,1/26/2024,False,False,Planned,No Preference,7
23-085-0811,72.0,Female,High,Widowed,Master's,High,Da’an,Health Care,$600.0,9,Mixed,3,1,2.0,High,Not Sensitive,0,10,Medium,Tablet,PayPal,9/6/2024,True,False,Impulsive,Express,3
85-192-9218,73.0,Female,High,Divorced,Bachelor's,High,Kisovec,Health Care,$600.0,2,Mixed,1,4,0.0,Medium,Not Sensitive,0,9,High,Desktop,PayPal,6/29/2024,True,True,Planned,Express,7
82-671-7236,36.0,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,$304.63,12,Online,5,3,0.25,High,Very Sensitive,1,8,Low,Desktop,Debit Card,3/3/2024,False,False,Wants-based,Express,3
42-674-3987,66.0,Female,Middle,Married,Master's,High,Dafeng,Animal Feed,$600.0,5,In-Store,5,3,0.0,None,Somewhat Sensitive,0,7,Low,Tablet,Cash,5/10/2024,True,False,Need-based,Standard,9
41-934-7739,136.0,Male,Middle,Divorced,High School,High,Campo Maior,Jewelry & Accessories,$600.0,7,In-Store,4,3,2.0,High,Very Sensitive,2,6,Medium,Smartphone,Other,8/20/2024,True,True,Wants-based,Express,10
48-825-0400,45.0,Male,Middle,Single,Master's,High,Sävedalen,Books,$483.73,4,In-Store,1,3,1.0,None,Very Sensitive,1,10,Medium,Tablet,Cash,11/11/2024,False,False,Planned,Standard,14
30-133-5120,45.0,Male,Middle,Widowed,Bachelor's,Middle,Brikcha,Books,$518.36,8,In-Store,4,4,2.0,High,Somewhat Sensitive,1,3,Medium,Tablet,Debit Card,5/25/2024,True,False,Wants-based,Express,8
29-827-8515,87.0,Female,High,Widowed,Bachelor's,High,Xidianzi,Electronics,$600.0,7,Online,5,1,1.0,High,Very Sensitive,0,10,None,Tablet,Cash,12/23/2024,False,False,Need-based,No Preference,13
91-724-4633,61.0,Male,Middle,Married,High School,High,La Unión,Luxury Goods,$600.0,7,In-Store,4,2,1.0,Low,Very Sensitive,1,6,None,Tablet,Credit Card,7/7/2024,True,True,Need-based,Standard,1
10-328-5732,111.0,Female,High,Single,High School,Middle,Kliteh,Health Supplements,$600.0,4,In-Store,2,4,2.0,Low,Very Sensitive,0,6,High,Smartphone,Credit Card,12/30/2024,False,True,Planned,No Preference,2
38-912-1128,24.0,Female,Middle,Widowed,High School,Middle,Béja,Gardening & Outdoors,$50.0,4,Mixed,4,5,1.0,Low,Not Sensitive,2,10,High,Desktop,Credit Card,3/11/2024,False,False,Impulsive,Standard,13
07-751-9620,88.0,Female,Middle,Widowed,Bachelor's,High,Ferreira do Alentejo,Software & Apps,$600.0,3,Mixed,1,5,0.0,Medium,Very Sensitive,0,7,Low,Tablet,Debit Card,7/7/2024,False,False,Planned,No Preference,4
81-877-9170,53.0,Male,High,Widowed,Bachelor's,High,Gegernoong,Sports & Outdoors,$598.47,3,Online,1,3,1.0,Medium,Not Sensitive,1,1,None,Desktop,Cash,7/24/2024,False,False,Need-based,Standard,8
19-885-2597,112.0,Male,High,Widowed,Master's,Middle,La Montañita,Health Supplements,$600.0,3,Mixed,3,1,0.0,Low,Not Sensitive,2,8,High,Desktop,Other,8/4/2024,True,True,Planned,Standard,7
82-389-2029,23.0,Female,High,Widowed,High School,High,Sarishābāri,Gardening & Outdoors,$50.0,10,Mixed,1,3,2.0,High,Somewhat Sensitive,0,3,Medium,Tablet,PayPal,1/2/2024,True,False,Planned,No Preference,8
97-463-0048,50.0,Female,Middle,Single,Master's,High,Mangge,Sports & Outdoors,$600.0,6,Mixed,1,5,1.0,Medium,Not Sensitive,2,5,Medium,Desktop,Other,4/9/2024,True,False,Planned,Express,13
91-572-6135,91.0,Male,Middle,Widowed,Bachelor's,Middle,Chabařovice,Software & Apps,$600.0,2,Online,2,5,1.0,None,Not Sensitive,2,2,High,Smartphone,Debit Card,10/15/2024,False,False,Planned,Express,8
10-232-0685,118.0,Female,High,Married,Master's,Middle,Yangping,Groceries,$600.0,7,In-Store,5,1,1.0,High,Not Sensitive,1,6,Low,Tablet,Other,1/23/2024,False,False,Wants-based,Standard,3
77-761-7475,81.0,Female,Middle,Divorced,Bachelor's,High,Berezna,Packages),$600.0,2,Mixed,5,3,2.0,None,Somewhat Sensitive,1,3,High,Desktop,Debit Card,12/1/2024,False,True,Impulsive,Standard,13
78-826-3039,19.0,Male,High,Single,Master's,High,Vidual,Gardening & Outdoors,$50.0,7,Online,1,1,2.0,Low,Not Sensitive,2,2,Medium,Desktop,PayPal,2/19/2024,True,True,Impulsive,Express,11
86-668-1045,31.0,Female,High,Single,High School,Middle,Paris 17,Office Supplies,$211.61,11,Online,1,1,0.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,8/19/2024,False,True,Impulsive,Express,12
14-603-9698,67.0,Male,High,Married,High School,High,Hultsfred,Animal Feed,$600.0,12,In-Store,2,1,2.0,None,Somewhat Sensitive,2,5,None,Tablet,Debit Card,11/18/2024,True,False,Need-based,Standard,13
23-752-2213,48.0,Male,Middle,Widowed,Master's,Middle,Níkaia,Books,$526.2,5,Online,2,1,2.0,High,Very Sensitive,1,7,None,Desktop,Other,6/4/2024,False,False,Impulsive,No Preference,13
71-486-8561,139.0,Male,High,Widowed,High School,Middle,Macayug,Jewelry & Accessories,$600.0,11,In-Store,4,3,0.0,None,Not Sensitive,2,5,High,Desktop,Credit Card,11/20/2024,False,True,Need-based,Express,13
76-382-7162,27.0,Female,High,Single,High School,Middle,Mahanoro,Food & Beverages,$97.78,8,Online,3,5,0.0,Low,Somewhat Sensitive,2,7,Medium,Desktop,Debit Card,4/21/2024,False,False,Wants-based,No Preference,11
28-947-4295,128.0,Male,Middle,Widowed,Bachelor's,High,Mozdok,Beauty & Personal Care,$600.0,11,In-Store,2,4,2.0,Low,Not Sensitive,1,1,High,Desktop,Other,10/20/2024,True,False,Impulsive,Express,7
84-765-0748,139.0,Female,Middle,Widowed,High School,High,Hoolt,Jewelry & Accessories,$600.0,2,In-Store,5,3,2.0,High,Very Sensitive,2,6,None,Desktop,Other,2/9/2024,False,True,Need-based,Standard,7
54-207-8349,97.0,Male,High,Single,Bachelor's,Middle,San Luis,Baby Products,$600.0,8,Mixed,4,5,2.0,None,Very Sensitive,2,2,High,Smartphone,Other,12/5/2024,False,False,Need-based,Express,14
20-419-0341,128.0,Female,High,Married,Bachelor's,Middle,Pergan,Beauty & Personal Care,$600.0,4,Mixed,2,5,1.0,Low,Not Sensitive,1,7,None,Desktop,Cash,6/28/2024,False,False,Planned,No Preference,7
52-005-9914,54.0,Male,High,Married,Bachelor's,High,Kanoni,Mobile Accessories,$600.0,4,In-Store,3,4,1.0,Low,Not Sensitive,1,8,High,Desktop,Debit Card,8/6/2024,False,False,Impulsive,No Preference,2
34-846-7805,101.0,Male,High,Single,Bachelor's,High,Gromadka,Toys & Games,$600.0,7,In-Store,3,3,2.0,Low,Not Sensitive,1,6,Medium,Desktop,Debit Card,11/22/2024,False,False,Wants-based,No Preference,13
26-596-5461,90.0,Female,High,Single,Master's,Middle,Payapa,Electronics,$600.0,9,Online,5,2,1.0,Medium,Somewhat Sensitive,2,1,Low,Smartphone,Credit Card,8/4/2024,False,False,Impulsive,No Preference,4
20-157-8631,89.0,Female,High,Divorced,Master's,High,Rat Burana,Electronics,$600.0,2,Online,1,4,2.0,None,Not Sensitive,0,6,Medium,Smartphone,Cash,1/12/2024,False,True,Planned,No Preference,12
91-199-9097,124.0,Male,High,Married,High School,Middle,Trhové Sviny,Clothing,$600.0,7,In-Store,4,5,0.0,Low,Not Sensitive,0,7,None,Desktop,Credit Card,11/19/2024,False,True,Planned,Express,1
55-846-2579,90.0,Male,Middle,Divorced,Bachelor's,High,Kiev,Software & Apps,$600.0,6,Mixed,2,2,1.0,Medium,Very Sensitive,1,6,High,Smartphone,PayPal,9/4/2024,False,False,Wants-based,Standard,7
83-455-7266,99.0,Female,Middle,Married,Bachelor's,Middle,Créteil,Toys & Games,$600.0,9,Mixed,5,2,0.0,None,Very Sensitive,2,3,None,Desktop,Cash,8/3/2024,False,False,Planned,No Preference,14
67-599-9267,105.0,Male,High,Widowed,High School,Middle,Lomintsevskiy,Arts & Crafts,$600.0,5,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,10,High,Smartphone,Other,4/8/2024,False,False,Impulsive,No Preference,5
41-501-9276,52.0,Male,High,Married,Bachelor's,High,Monchegorsk,Sports & Outdoors,$565.33,3,Online,2,3,1.0,Low,Somewhat Sensitive,1,6,Medium,Smartphone,Debit Card,4/21/2024,False,False,Wants-based,Express,6
99-509-4653,73.0,Male,High,Widowed,Master's,High,Olavarría,Health Care,$600.0,7,In-Store,3,5,1.0,Low,Somewhat Sensitive,2,8,None,Tablet,Other,6/17/2024,True,False,Wants-based,Standard,12
31-284-5722,80.0,Female,High,Single,Bachelor's,High,Jianshan,Hotels,$600.0,7,In-Store,2,2,0.0,Medium,Very Sensitive,1,6,Medium,Tablet,Other,3/19/2024,True,False,Need-based,Standard,8
88-000-9227,100.0,Male,Middle,Divorced,Bachelor's,Middle,Shreveport,Toys & Games,$600.0,11,In-Store,2,2,0.0,High,Very Sensitive,1,10,None,Tablet,Other,8/13/2024,True,True,Need-based,Standard,3
52-726-9328,31.0,Female,High,Single,High School,High,Pingzhuang,Office Supplies,$212.63,6,Mixed,5,2,1.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,5/29/2024,False,True,Planned,Express,2
60-198-5417,95.0,Female,High,Single,Bachelor's,High,Celso Ramos,Software & Apps,$600.0,3,In-Store,4,2,0.0,Medium,Somewhat Sensitive,2,7,None,Desktop,Other,12/3/2024,False,False,Need-based,No Preference,13
00-107-4749,109.0,Female,Middle,Single,Master's,Middle,Merlo,Health Supplements,$600.0,5,Mixed,1,1,2.0,None,Somewhat Sensitive,2,10,High,Smartphone,Credit Card,9/19/2024,True,True,Impulsive,Express,11
88-428-8409,82.0,Male,High,Married,Master's,Middle,Ziniaré,Packages),$600.0,5,Mixed,4,4,1.0,Low,Somewhat Sensitive,0,1,High,Desktop,PayPal,3/22/2024,True,False,Planned,Standard,6
21-313-7424,28.0,Female,Middle,Single,Master's,High,Zduńska Wola,Office Supplies,$212.98,3,In-Store,3,5,0.0,High,Somewhat Sensitive,0,7,Medium,Desktop,Credit Card,2/22/2024,False,True,Need-based,Standard,3
79-973-7862,66.0,Female,Middle,Married,Master's,Middle,Mount Ayliff,Animal Feed,$600.0,7,In-Store,2,5,0.0,Low,Very Sensitive,0,1,High,Desktop,Cash,12/25/2024,False,True,Need-based,Express,4
81-814-3498,81.0,Male,Middle,Single,High School,Middle,Pīrgaaj,Hotels,$600.0,3,Online,1,4,1.0,Medium,Not Sensitive,2,1,Medium,Desktop,Other,8/27/2024,False,False,Impulsive,Standard,9
34-375-8138,38.0,Male,Middle,Married,Bachelor's,Middle,Zbraslavice,Home Appliances,$324.08,8,Mixed,5,3,0.0,High,Somewhat Sensitive,1,9,High,Tablet,Cash,1/28/2024,False,False,Wants-based,Standard,5
05-067-9686,105.0,Male,High,Single,Master's,Middle,Xilu,Toys & Games,$600.0,11,Online,1,3,0.0,Low,Somewhat Sensitive,1,5,High,Tablet,PayPal,11/16/2024,False,False,Wants-based,Standard,8
61-951-7929,113.0,Male,Middle,Divorced,High School,High,Bamut,Health Supplements,$600.0,11,In-Store,2,1,1.0,High,Not Sensitive,1,8,High,Smartphone,Cash,12/8/2024,True,True,Planned,Express,13
53-667-0793,118.0,Male,High,Widowed,High School,High,La Tour-du-Pin,Groceries,$600.0,11,In-Store,5,2,2.0,Low,Very Sensitive,1,1,None,Tablet,Credit Card,5/15/2024,False,True,Impulsive,Express,4
61-212-1117,79.0,Male,Middle,Divorced,Bachelor's,Middle,Pader Palwo,Packages),$600.0,4,Mixed,3,5,1.0,None,Not Sensitive,0,1,None,Smartphone,Cash,8/3/2024,False,True,Wants-based,Express,6
09-443-7536,141.0,Female,High,Single,Bachelor's,High,Maurisu,Jewelry & Accessories,$600.0,5,Mixed,1,1,2.0,Medium,Not Sensitive,1,4,Low,Smartphone,Debit Card,10/7/2024,False,True,Wants-based,Standard,3
27-463-5671,85.0,Male,Middle,Widowed,Master's,Middle,Gorzyce,Packages),$600.0,10,In-Store,4,3,0.0,Medium,Very Sensitive,0,10,High,Tablet,Cash,6/25/2024,True,False,Planned,No Preference,2
53-380-3968,26.0,Female,High,Widowed,Bachelor's,High,Qingyun,Food & Beverages,$100.03,9,In-Store,5,5,0.0,Medium,Somewhat Sensitive,1,2,Medium,Desktop,PayPal,4/4/2024,True,False,Wants-based,No Preference,14
42-969-0735,85.0,Female,High,Divorced,Bachelor's,Middle,Jiuxian,Packages),$600.0,6,In-Store,5,3,2.0,Medium,Very Sensitive,2,7,None,Desktop,Other,2/29/2024,False,True,Wants-based,Standard,3
12-440-5464,89.0,Male,Middle,Divorced,Master's,Middle,Ndungu,Electronics,$600.0,7,Online,5,5,2.0,Medium,Somewhat Sensitive,1,8,Medium,Smartphone,Other,4/9/2024,False,True,Impulsive,No Preference,7
33-467-2534,43.0,Male,Middle,Widowed,Master's,High,Emiliano Zapata,Furniture,$374.32,11,Online,3,1,1.0,Low,Very Sensitive,0,10,Medium,Tablet,Credit Card,4/18/2024,True,True,Planned,No Preference,6
35-418-0288,97.0,Female,High,Divorced,High School,Middle,Spasskoye,Baby Products,$600.0,10,In-Store,1,5,2.0,High,Very Sensitive,1,5,None,Desktop,Other,2/2/2024,True,False,Impulsive,Standard,4
33-787-2143,132.0,Female,Middle,Married,High School,High,Gierłoż,Travel & Leisure (Flights,$600.0,5,Mixed,5,4,0.0,None,Very Sensitive,0,9,None,Tablet,Debit Card,4/22/2024,True,True,Planned,Express,13
58-528-6262,95.0,Male,Middle,Married,Master's,High,Sobue,Software & Apps,$600.0,2,Online,4,5,2.0,Low,Not Sensitive,0,2,Low,Smartphone,Other,7/14/2024,True,True,Wants-based,No Preference,8
31-060-2716,117.0,Male,Middle,Divorced,Bachelor's,Middle,High Point,Groceries,$600.0,3,Mixed,1,2,1.0,High,Somewhat Sensitive,0,10,Medium,Smartphone,PayPal,9/10/2024,True,False,Wants-based,No Preference,13
81-515-5823,123.0,Female,Middle,Married,Master's,Middle,Qiankeng,Clothing,$600.0,4,Mixed,4,3,2.0,Low,Very Sensitive,2,10,High,Desktop,Cash,7/29/2024,False,True,Planned,No Preference,8
90-858-0453,55.0,Male,Middle,Widowed,High School,High,Pandean,Sports & Outdoors,$600.0,10,Mixed,2,1,0.0,High,Not Sensitive,0,8,None,Tablet,PayPal,10/15/2024,True,True,Impulsive,Standard,1
28-874-8938,34.0,Male,High,Married,High School,High,Phong Điền,Office Supplies,$208.01,11,Mixed,4,2,2.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,7/1/2024,False,True,Wants-based,Express,13
89-625-5542,85.0,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,$600.0,4,In-Store,5,4,0.0,Low,Not Sensitive,2,9,Low,Tablet,Credit Card,5/4/2024,True,True,Wants-based,No Preference,2
07-966-8728,36.0,Male,Middle,Married,Master's,High,Franceville,Home Appliances,$302.53,8,Online,2,2,2.0,None,Very Sensitive,2,8,None,Tablet,Cash,3/2/2024,False,False,Need-based,Standard,1
94-408-2581,130.0,Female,Middle,Married,High School,High,Bordeaux,Travel & Leisure (Flights,$600.0,8,In-Store,1,5,2.0,Low,Not Sensitive,1,6,High,Smartphone,PayPal,4/17/2024,True,False,Planned,Standard,12
55-301-9368,88.0,Male,High,Married,Master's,High,Zamora,Electronics,$600.0,4,Mixed,3,5,1.0,High,Somewhat Sensitive,0,8,High,Desktop,Credit Card,8/30/2024,True,True,Planned,No Preference,4
72-336-1992,116.0,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Groceries,$600.0,6,Online,4,1,0.0,Medium,Very Sensitive,0,10,Low,Tablet,Cash,4/23/2024,True,True,Impulsive,Standard,1
06-008-2805,51.0,Female,High,Married,Master's,Middle,Shādegān,Sports & Outdoors,$600.0,5,Mixed,3,3,2.0,None,Not Sensitive,2,4,Medium,Tablet,Cash,11/25/2024,True,True,Impulsive,Standard,4
77-178-6086,102.0,Female,Middle,Single,Master's,Middle,Gueltat Zemmour,Toys & Games,$600.0,8,In-Store,1,4,2.0,Medium,Somewhat Sensitive,1,2,High,Smartphone,Other,12/11/2024,False,True,Impulsive,Express,4
28-832-2885,38.0,Female,High,Divorced,Master's,Middle,Mosal’sk,Home Appliances,$317.18,9,Online,5,4,1.0,None,Not Sensitive,0,6,None,Smartphone,Credit Card,5/25/2024,False,True,Planned,No Preference,6
75-210-7391,81.0,Female,Middle,Married,High School,Middle,Kokstad,Packages),$600.0,7,In-Store,2,3,1.0,Medium,Somewhat Sensitive,2,7,Medium,Desktop,Other,7/25/2024,True,True,Need-based,No Preference,5
60-470-3563,24.0,Male,Middle,Married,Bachelor's,Middle,Malasin,Gardening & Outdoors,$50.0,2,Online,3,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,PayPal,5/8/2024,True,True,Wants-based,Express,1
24-241-7171,110.0,Female,High,Single,High School,High,Huaqiu,Health Supplements,$600.0,7,Mixed,1,5,2.0,None,Not Sensitive,2,7,Low,Desktop,Other,5/28/2024,True,True,Need-based,Express,12
53-784-1855,109.0,Female,Middle,Divorced,Master's,High,Loket,Health Supplements,$600.0,7,Mixed,4,3,0.0,High,Very Sensitive,2,5,None,Smartphone,Credit Card,6/24/2024,True,True,Planned,Standard,8
83-561-3374,91.0,Female,High,Widowed,Master's,Middle,Santa Maria do Souto,Software & Apps,$600.0,4,Mixed,1,4,1.0,High,Somewhat Sensitive,1,3,None,Tablet,Debit Card,1/13/2024,False,False,Wants-based,Standard,3
96-121-0629,90.0,Male,Middle,Married,Bachelor's,Middle,Yanshang,Software & Apps,$600.0,6,Mixed,3,2,0.0,High,Not Sensitive,1,10,Low,Smartphone,Debit Card,3/13/2024,True,False,Need-based,No Preference,2
00-275-9990,27.0,Female,Middle,Married,Bachelor's,Middle,Tempuran,Food & Beverages,$93.64,11,Mixed,1,5,0.0,High,Very Sensitive,0,6,High,Smartphone,PayPal,6/28/2024,True,True,Wants-based,Express,5
36-593-2907,126.0,Female,High,Single,Bachelor's,High,Karafao,Beauty & Personal Care,$600.0,11,Online,3,3,0.0,Medium,Not Sensitive,0,3,High,Tablet,Debit Card,4/30/2024,True,False,Wants-based,Express,5
22-692-3470,49.0,Female,High,Widowed,High School,High,São Cristóvão,Sports & Outdoors,$600.0,2,Online,3,2,2.0,Medium,Very Sensitive,0,5,None,Smartphone,Debit Card,6/14/2024,True,False,Impulsive,Standard,14
90-322-7329,59.0,Female,High,Widowed,High School,Middle,Buensuseso,Luxury Goods,$600.0,2,In-Store,2,2,1.0,High,Very Sensitive,0,7,None,Smartphone,PayPal,8/4/2024,True,True,Wants-based,No Preference,3
28-395-9872,77.0,Male,High,Married,Master's,Middle,Blantyre,Hotels,$600.0,4,In-Store,4,4,0.0,Medium,Not Sensitive,0,8,Medium,Smartphone,Other,5/7/2024,False,False,Impulsive,Standard,12
79-297-1061,94.0,Male,Middle,Single,Master's,Middle,Kozel’shchyna,Software & Apps,$600.0,5,In-Store,4,5,2.0,None,Not Sensitive,2,8,None,Smartphone,Cash,11/15/2024,False,True,Need-based,Standard,9
93-649-9356,86.0,Female,High,Single,Master's,Middle,Cibuah,Electronics,$600.0,6,Mixed,5,4,2.0,None,Not Sensitive,2,4,Medium,Desktop,Credit Card,2/16/2024,True,False,Impulsive,No Preference,3
